advertised_date,number_of_bedrooms,rent,floor_area,level,suburb,furnished,tenancy_preference,number_of_bathrooms,point_of_contact,secondary_address,building_number,street_name,street_suffix,prefix,first_name,last_name,gender,phone_number,email
2022-06-02,2,568.0,700,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,unit 39,97,kaitlyn chase,range,mrs.,madison,graham,f,(03) 3405 1056,tina13@example.com
2022-05-17,3,606.0,1250,2 out of 4,melbourne,semi-furnished,bachelors,3,contact agent,suite 767,6,mendez dip,road,dr.,william,grant,m,+61799729645,rscott@example.com
2022-06-06,2,586.0,1100,ground out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,282/,1,lisa causeway,mew,mr.,colin,lewis,m,02-7559-2234,xroth@example.net
2022-05-17,1,578.0,475,2 out of 11,melbourne,semi-furnished,bachelors/family,1,contact agent,unit 80,5,king landing,strand,nan,timothy,gonzalez,u,(02) 6952 1138,jgonzalez@example.org
2022-06-17,2,569.0,530,2 out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,845/,44,zimmerman vista,crescent,ms.,brittany,smith,f,(02) 7645 7405,qkerr@example.net
2022-05-18,2,569.0,830,ground out of 2,melbourne,semi-furnished,family,2,contact owner,0/,93,cantu plaza,rue,nan,paul,garcia,u,+61.489.923.288,chadhanson@example.com
2022-06-20,2,565.0,809,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,63/,5,brandon circlet,dell,mrs.,cassandra,wolf,f,+61.402.837.969,molson@example.org
2022-05-16,2,572.0,1150,1 out of 2,melbourne,semi-furnished,bachelors,2,contact owner,9/,75,buchanan mount,nook,nan,mackenzie,smith,u,+61-8-7008-4615,vincent06@example.com
2022-05-29,1,569.0,750,ground out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,unit 90,28,white tor,circle,dr.,amanda,ramirez,f,(08).6681.7352,andrewsteele@example.net
2022-06-23,2,572.0,920,ground out of 1,melbourne,semi-furnished,bachelors/family,2,contact owner,level 6,3,short lower,ramp,mr.,wg,cdr,m,+61249627412,kevin04@example.org
2022-06-14,2,571.0,1800,2 out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,62/,0,scott gate,path,mrs.,lacey,oconnell,f,(07)-8309-3283,aaronmcbride@example.com
2022-06-06,2,587.0,1000,1 out of 2,melbourne,semi-furnished,bachelors,2,contact agent,suite 341,5,charles terrace,strip,nan,elijah,garcia,u,(07)-9073-5425,jake56@example.com
2022-05-10,3,566.0,1062,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,7/,466,shawna viaduct,port,nan,elizabeth,myers,u,+61762654178,matthewsanchez@example.net
2022-06-10,2,566.0,800,ground out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,86/,417,martinez centre,nook,nan,samarth,shetty,u,+61.431.336.299,kelseymoore@example.net
2022-06-10,1,562.0,450,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,unit 52,590,kimberly line,square,nan,shannon,schwartz,u,0453-997-081,cmaldonado@example.net
2022-05-29,2,566.0,900,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,unit 40,31,christopher broadway,retreat,nan,krystal,hess,u,(02)-4908-2419,kelleychristian@example.com
2022-05-25,1,565.0,500,ground out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,suite 263,247,wade trunkway,parkway,mrs.,nancy,jacobs,f,42613989,fitzpatrickyvonne@example.com
2022-06-14,2,571.0,1200,2 out of 2,melbourne,semi-furnished,bachelors,2,contact owner,5/,59,todd landing,highroad,mr.,jeremy,williams,m,91238283,taylorronald@example.net
2022-05-22,1,572.0,450,1 out of 4,melbourne,unfurnished,bachelors,1,contact owner,apt. 639,3,mclean lower,highroad,mrs.,jacqueline,morrow,f,+61.410.688.503,mackenzie56@example.org
2022-06-22,2,565.0,805,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,apt. 184,54,natalie square,plateau,dr.,joshua,dunn,m,7152-9680,richardwatson@example.com
2022-06-15,1,563.0,434,ground out of 3,melbourne,unfurnished,bachelors/family,1,contact owner,flat 33,37,deborah lower,cul-de-sac,mr.,cody,adams,m,0474 211 092,tortega@example.net
2022-05-25,2,571.0,1000,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,578/,3,snow crossroad,circus,mrs.,rachel,alexander,f,8610.9760,diane64@example.com
2022-05-30,1,564.0,595,1 out of 1,melbourne,semi-furnished,bachelors/family,1,contact owner,07/,8,andrea entrance,ridgeway,nan,mx.,linda,u,0476-743-969,lindsayjacobson@example.com
2022-05-29,2,568.0,685,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,level 4,2,brittany end,ramble,mr.,jason,crawford,m,08.2302.2619,stephaniewells@example.com
2022-05-06,2,577.0,950,1 out of 2,melbourne,unfurnished,family,2,contact owner,suite 943,4,michael anchorage,mews,dr.,katie,blanchard,f,(03).8330.3474,bradypatricia@example.com
2022-06-23,2,570.0,1100,2 out of 2,melbourne,semi-furnished,bachelors,2,contact owner,3/,6,beck track,view,dr.,suzanne,perry,f,(07)-5621-3671,ashley77@example.com
2022-05-01,3,585.0,1000,1 out of 3,melbourne,unfurnished,bachelors,3,contact owner,920/,1,kline laneway,point,dr.,charlotte,henderson,m,0304028612,bethmurray@example.net
2022-05-20,3,613.0,1500,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 934,33,adam common,triangle,nan,dwayne,ellis,u,3703.2641,mitchell45@example.org
2022-06-25,3,577.0,1250,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 542,26,coleman street,crest,mr.,timothy,yoder,m,(02)99352426,lowedennis@example.net
2022-05-01,2,567.0,650,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,level 6,4,hayes steps,cross,mr.,david,rogers,m,5946.5505,john50@example.net
2022-06-03,2,571.0,950,1 out of 2,melbourne,semi-furnished,family,2,contact owner,82/,406,norton ramp,upper,dr.,leslie,carlson,f,+61330673947,tanya84@example.org
2022-05-30,2,567.0,805,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 364,0,jose square,ride,nan,james,duncan,u,0609-2453,emily79@example.com
2022-06-25,2,567.0,950,ground out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,004/,9,melissa riviera,part,nan,katherine,valenzuela,u,+61.428.143.534,dmelendez@example.net
2022-06-16,3,587.0,1290,4 out of 4,melbourne,unfurnished,bachelors/family,3,contact owner,92/,6,michael highroad,plateau,nan,shray,varty,u,2609.6053,kevin97@example.org
2022-05-21,2,568.0,950,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,suite 277,620,tyler loop,concourse,mr.,brandon,schneider,m,+61.459.784.445,daniel44@example.net
2022-06-22,2,580.0,2000,7 out of 10,melbourne,furnished,bachelors/family,2,contact owner,unit 41,6,robert cross,viaduct,miss,pamela,martinez,f,7355 1432,kyle15@example.org
2022-06-04,3,568.0,1200,1 out of 3,melbourne,unfurnished,bachelors/family,3,contact owner,level 2,3,shaw copse,motorway,nan,crystal,dillon,u,0448.187.821,jenkinsmark@example.net
2022-05-11,2,581.0,1800,1 out of 1,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 93,35,martin end,riviera,miss,chloe,peters,f,+61.3.7455.1630,sullivanvernon@example.com
2022-05-20,2,591.0,1200,1 out of 3,melbourne,semi-furnished,family,2,contact owner,4/,445,nielsen wade,piazza,nan,mark,dyer,u,60616277,hollowayapril@example.org
2022-06-15,1,565.0,650,1 out of 3,melbourne,unfurnished,bachelors,1,contact owner,701/,1,trujillo line,riverway,dr.,raymond,jones,m,03 6153 9646,wayne70@example.net
2022-05-25,2,572.0,950,ground out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 84,89,james glade,upper,ms.,brianna,harmon,f,3219-0391,ele@example.net
2022-05-19,3,601.0,1610,3 out of 14,melbourne,semi-furnished,family,3,contact agent,apt. 731,1,jay ronde,wade,nan,david,gonzalez,u,(02).2771.0431,mary98@example.org
2022-06-14,2,574.0,900,1 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,apt. 314,39,martha run,amble,nan,janice,perez,u,+61836782696,zgay@example.org
2022-05-06,1,562.0,550,1 out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,level 3,192,lynn park,vista,mr.,jesus,bailey,m,+61795315324,banderson@example.org
2022-05-25,2,568.0,700,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,86/,0,julian hill,link,mrs.,angela,garcia,f,(03)-9547-8060,hoganjennifer@example.org
2022-06-25,2,566.0,580,3 out of 5,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 97,14,savage intersection,colonnade,mr.,randy,nicholson,m,7273-2536,robertsderek@example.net
2022-06-26,2,569.0,950,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 137,86,kelley quadrangle,frontage,mrs.,jennifer,williams,f,(07)02438806,william71@example.com
2022-05-25,1,565.0,700,1 out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,1/,0,jessica quay,estate,mr.,joseph,black,m,40313518,susanyork@example.org
2022-05-25,1,562.0,200,ground out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,47/,634,linda river,terrace,mrs.,michelle,jones,f,+61 3 2067 3532,moorechristina@example.net
2022-05-17,1,564.0,600,ground out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,flat 04,17,william cross,right of way,nan,robert,norris,u,8494.7746,kramercindy@example.org
2022-05-17,2,574.0,550,ground out of 3,melbourne,unfurnished,bachelors/family,2,contact owner,6/,2,martinez tollway,common,miss,kathryn,smith,f,0467-663-551,vjohnson@example.com
2022-05-19,3,603.0,1680,1 out of 16,melbourne,semi-furnished,family,3,contact agent,apt. 594,51,brandt concourse,tarn,nan,brandon,moss,u,6215-3115,santiagojulia@example.net
2022-06-21,2,564.0,1100,1 out of 1,melbourne,unfurnished,bachelors/family,2,contact owner,2/,12,austin villas,deviation,nan,melissa,harper,u,08.2314.0536,warren14@example.net
2022-06-02,1,564.0,600,ground out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,03/,2,miller rue,interchange,mrs.,krista,smith,f,(07)07163571,katherinesanders@example.net
2022-05-25,2,576.0,820,ground out of 2,melbourne,semi-furnished,family,2,contact owner,unit 25,687,michelle track,byway,dr.,lisa,oconnor,f,+61-3-9381-2727,smiller@example.net
2022-05-19,3,599.0,1125,8 out of 12,melbourne,semi-furnished,family,3,contact agent,level 6,84,albert track,underpass,nan,shannon,nelson,u,0401.125.859,alexanderbrian@example.com
2022-06-18,2,574.0,780,1 out of 2,melbourne,furnished,bachelors/family,1,contact owner,32/,5,moore motorway,walk,mr.,guarino,corbo-micheletti,m,+61 470 968 079,alfredchavez@example.com
2022-06-13,1,565.0,400,ground out of 1,melbourne,unfurnished,bachelors/family,1,contact owner,level 7,27,hanna lookout,estate,ms.,karen,lester,f,(07) 3453 7275,kmitchell@example.org
2022-05-17,2,583.0,1000,2 out of 4,melbourne,semi-furnished,bachelors/family,2,contact agent,apt. 658,5,burch bend,motorway,mr.,mark,shelton,m,2527.6995,taylorgarcia@example.org
2022-06-18,1,563.0,350,ground out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,suite 407,79,sean port,grove,nan,adam,valencia,u,(07)-9888-8592,mmoore@example.com
2022-05-03,2,573.0,800,2 out of 2,melbourne,semi-furnished,bachelors,2,contact owner,level 5,626,thompson steps,chase,mr.,dhanuk,saran,m,0425-284-874,troywilliams@example.org
2022-05-01,2,570.0,700,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,07/,281,jones tollway,pass,nan,jacqueline,ray,u,+61229325611,shirley56@example.org
2022-05-17,3,576.0,1420,ground out of 1,melbourne,semi-furnished,bachelors/family,2,contact owner,25/,9,strickland causeway,port,mr.,greg,meyer,m,4660 1787,xball@example.com
2022-06-23,1,565.0,800,1 out of 2,melbourne,unfurnished,bachelors,1,contact owner,90/,47,ellis part,basin,nan,james,roberts,u,02.3608.6864,patrick52@example.com
2022-05-25,2,568.0,500,2 out of 4,melbourne,semi-furnished,bachelors/family,1,contact owner,flat 21,23,william terrace,front,nan,steven,combs,u,0296814105,gregory06@example.com
2022-05-29,2,579.0,1000,25 out of 32,melbourne,semi-furnished,bachelors/family,2,contact owner,19/,266,ann glen,road,nan,benjamin,williams,u,7735 0885,kennedytodd@example.com
2022-06-22,2,577.0,1200,2 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,flat 88,398,roman grove,lookout,dr.,mark,castaneda,m,(08).8290.7158,jennifer55@example.net
2022-05-19,3,600.0,1152,10 out of 14,melbourne,semi-furnished,family,3,contact agent,suite 829,655,walter river,rest,nan,alexander,harris,u,0471.908.350,sheliahouston@example.net
2022-05-25,2,567.0,843,2 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,357/,86,joseph rue,quad,mr.,michael,wagner,m,+61-425-213-773,briangonzalez@example.com
2022-05-13,2,569.0,650,2 out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,11/,1,anderson parklands,tor,nan,meghan,case,u,+61 469 071 309,wendycalderon@example.com
2022-04-28,1,571.0,700,ground out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,unit 31,19,powers gardens,ronde,nan,kathleen,haynes,u,+61 3 9714 6241,brittany61@example.net
2022-06-22,2,572.0,720,1 out of 2,melbourne,unfurnished,family,2,contact owner,605/,1,stephanie dell,rise,mrs.,cynthia,hill,f,02.0410.8147,theresathomas@example.org
2022-06-19,3,601.0,1750,1 out of 4,melbourne,unfurnished,bachelors,3,contact agent,049/,1,traci access,subway,nan,michael,foster,u,(02)77445861,thomas01@example.com
2022-06-18,2,571.0,590,1 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,suite 533,64,stephanie alley,end,mrs.,jeanette,pope,f,08 6652 9275,epugh@example.com
2022-05-01,2,578.0,900,2 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,flat 04,201,richardson rue,terrace,nan,gloria,george,u,(02)18569443,qalexander@example.com
2022-05-25,2,568.0,800,1 out of 2,melbourne,semi-furnished,bachelors/family,1,contact owner,8/,313,james grange,roadside,mr.,dennis,reyes,m,0479-979-193,hunterburton@example.net
2022-06-22,2,578.0,1000,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 722,2,smith brae,ground,nan,benjamin,horton,u,+61-443-337-107,lesliesanders@example.com
2022-05-19,3,603.0,1650,2 out of 14,melbourne,semi-furnished,family,3,contact agent,apt. 715,76,mitchell track,approach,dr.,timothy,wang,m,+61.497.876.543,jon01@example.net
2022-05-01,2,578.0,700,ground out of 1,melbourne,semi-furnished,bachelors/family,2,contact owner,1/,139,griffin path,nook,nan,william,lewis,u,5288 5422,tammy18@example.com
2022-06-25,3,587.0,1280,1 out of 1,melbourne,semi-furnished,bachelors/family,2,contact owner,806/,297,duncan circus,walkway,dr.,bradley,humphrey,m,+61-3-8387-0440,vrusso@example.com
2022-06-11,2,568.0,700,ground out of 2,melbourne,unfurnished,bachelors/family,2,contact owner,35/,29,duffy distributor,subway,nan,shawn,murray,u,0420 047 364,steven04@example.net
2022-05-22,2,574.0,900,2 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 587,70,myers parade,rue,nan,david,roberts,u,4676.8880,ymcguire@example.org
2022-05-19,3,600.0,1903,6 out of 11,melbourne,semi-furnished,bachelors/family,3,contact owner,800/,70,holland path,approach,nan,carl,hodge,u,73806379,andrealowe@example.org
2022-05-30,1,562.0,450,2 out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,2/,35,beverly byway,avenue,dr.,david,johnson,m,4816-5225,daniellecastillo@example.net
2022-06-10,2,585.0,900,3 out of 5,melbourne,unfurnished,bachelors,2,contact owner,level 1,2,cody viaduct,state highway,dr.,mark,miller,m,(07)-0017-8562,jaredjones@example.net
2022-06-14,2,574.0,550,2 out of 3,melbourne,unfurnished,family,1,contact owner,apt. 801,0,guerra close,trailer,nan,darlene,marquez,u,+61-407-654-503,greerelizabeth@example.org
2022-06-14,2,579.0,750,ground out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,unit 48,8,chloe rest,centreway,nan,theresa,davidson,u,4849-9537,andrewconway@example.org
2022-05-19,3,596.0,1050,4 out of 12,melbourne,semi-furnished,family,3,contact agent,19/,33,lori run,deviation,mr.,umang,wagle,m,(03)67875062,shelly08@example.org
2022-05-01,1,573.0,650,1 out of 3,melbourne,furnished,family,2,contact owner,24/,0,benson junction,avenue,nan,gabriel,stone,u,0430 716 505,michelle87@example.com
2022-06-02,1,564.0,400,1 out of 3,melbourne,semi-furnished,bachelors/family,1,contact owner,flat 62,82,wright corner,plateau,dr.,stephanie,henry,f,0782539755,vchambers@example.com
2022-05-19,3,597.0,1075,7 out of 12,melbourne,semi-furnished,family,3,contact agent,3/,7,stephen fairway,strip,mr.,ricardo,reed,m,02-6973-4630,donald63@example.net
2022-05-29,2,578.0,720,4 out of 5,melbourne,semi-furnished,bachelors/family,2,contact owner,apt. 365,9,johnny highway,pass,mrs.,janet,castro,f,3455 9426,yjohnson@example.net
2022-05-02,1,566.0,500,ground out of 2,melbourne,unfurnished,bachelors/family,1,contact owner,581/,213,mcdaniel heights,service way,nan,brandi,owen,u,+61.419.270.946,rothkimberly@example.com
2022-06-25,2,568.0,900,ground out of 3,melbourne,furnished,bachelors/family,2,contact owner,flat 07,295,cox reach,quay,mrs.,karen,kline,f,+61 3 7697 3713,saunderspaul@example.org
2022-05-15,2,572.0,900,5 out of 7,melbourne,semi-furnished,bachelors/family,2,contact owner,level 1,2,johnson circle,chase,dr.,catherine,webb,f,03.7419.8175,gmorrison@example.org
2022-06-04,2,568.0,800,ground out of 1,melbourne,semi-furnished,bachelors,2,contact owner,67/,84,laura strand,thoroughfare,mr.,john,henderson,m,+61-456-337-159,deborahchase@example.com
2022-05-01,2,574.0,1500,1 out of 1,melbourne,unfurnished,bachelors,2,contact owner,1/,61,laurie pass,roads,mr.,seth,davis,m,(02) 1098 5920,cory14@example.net
2022-06-21,3,600.0,1350,ground out of 2,melbourne,semi-furnished,bachelors,2,contact agent,7/,59,charles point,promenade,nan,cassandra,bauer,u,(03)-0482-7293,iroberts@example.org
2022-06-21,3,596.0,1200,ground out of 4,melbourne,unfurnished,bachelors,2,contact agent,flat 53,227,miller artery,avenue,mrs.,hazel,chowdhury,f,(02).4074.4850,gregorywalls@example.net
2022-06-14,3,600.0,1912,1 out of 4,melbourne,unfurnished,bachelors,3,contact agent,apt. 691,34,james concourse,port,dr.,madison,mcmillan,f,0410 805 672,iadams@example.org
2022-06-05,2,569.0,950,1 out of 1,melbourne,unfurnished,bachelors,2,contact owner,unit 69,26,robert alleyway,retreat,miss,amy,hall,f,+61 414 459 624,sjames@example.com
2022-05-17,2,571.0,1000,1 out of 1,melbourne,unfurnished,bachelors,2,contact owner,30/,5,gibbs parade,frontage,ms.,tammy,anderson,f,+61 2 9366 1162,davidlucas@example.net
2022-05-06,3,606.0,1600,11 out of 16,melbourne,unfurnished,bachelors,3,contact owner,0/,56,torres circuit,glade,mrs.,linda,lyons,f,+61.3.4080.0135,russellturner@example.com
2022-05-16,3,581.0,1265,1 out of 3,melbourne,semi-furnished,bachelors/family,2,contact owner,suite 107,1,smith arcade,artery,mr.,steven,hernandez,m,0396744322,thomas65@example.com
2022-05-24,3,571.0,1060,3 out of 4,melbourne,semi-furnished,bachelors/family,2,contact owner,34/,9,jennifer glade,triangle,mrs.,stephanie,blake,f,(07) 2500 6668,alexanderrobert@example.com
2022-05-16,2,574.0,1050,1 out of 2,melbourne,semi-furnished,bachelors/family,2,contact owner,07/,683,eric bridge,underpass,nan,martin,shepherd,u,(03)-5285-2200,yspence@example.net
